timestamp,gyro_angle_around_y,gyro_angle_around_x,accel_angle_around_y,accel_angle_around_x,dt,gyro_dps_x,gyro_dps_y,gyro_dps_z,accel_ms2_x,accel_ms2_y,accel_ms2_z,gyro_raw_x,gyro_raw_y,gyro_raw_z,accel_raw_x,accel_raw_y,accel_raw_z
2026-02-06T07:04:29.181894,31.4732033787793,-174.55452495676857,-161.74627577844868,-177.36178202060452,0.10001015663146973,-2.687022900763359,-112.79389312977099,13.358778625954198,-2.8500732421875004,-0.39817199707031253,-8.64123046875,-176,-7388,875,-4760,-665,-14432
2026-02-06T07:04:29.281882,29.166445349918988,-173.7270842872502,-166.28203594071636,-175.22431933353698,0.09999513626098633,8.274809160305344,23.068702290076335,0.33587786259541985,-2.417772216796875,-0.827479248046875,-9.904603271484376,542,1511,22,-4038,-1382,-16542
2026-02-06T07:04:29.381892,26.059489195583442,-173.70112937097318,-166.36637462340747,-175.75125071429528,0.10000276565551758,0.2595419847328244,31.068702290076335,-8.610687022900763,-2.4063958740234375,-0.7370672607421875,-9.921368408203126,17,2035,-564,-4019,-1231,-16570
2026-02-06T07:04:29.481880,22.76203401216115,-175.51014992298957,-167.13326295001443,-176.33194698431026,0.09999227523803711,-18.091603053435115,32.97709923664122,-11.541984732824428,-2.2656884765625,-0.6358776855468751,-9.918973388671876,-1185,2160,-756,-3784,-1062,-16566
2026-02-06T07:04:29.581898,17.687120797979933,-174.31623231363648,-175.67657279277876,-176.6773284226982,0.10000205039978027,11.938931297709924,50.74809160305343,10.82442748091603,-0.7430548095703126,-0.5706134033203125,-9.828561401367187,782,3324,709,-1241,-953,-16415
2026-02-06T07:04:29.681888,14.967929214011633,-173.8673595872543,-178.81046020141605,-175.76271604155562,0.10000395774841309,4.488549618320611,27.19083969465649,10.51908396946565,-0.20657043457031252,-0.7370672607421875,-9.948312377929687,294,1781,689,-345,-1231,-16615
2026-02-06T07:04:29.781888,13.49618892815278,-173.0994287119566,-179.3258429425051,-175.44353718611148,0.09999895095825195,7.679389312977099,14.717557251908397,12.50381679389313,-0.118553466796875,-0.8029302978515626,-10.075248413085937,503,964,819,-198,-1341,-16827
2026-02-06T07:04:29.881883,12.54809144799037,-173.11774943621094,179.26610024485433,-175.89765359193868,0.10000061988830566,-0.183206106870229,9.48091603053435,8.122137404580153,0.12693603515625002,-0.7107220458984376,-9.909393310546875,-12,621,532,212,-1187,-16550
2026-02-06T07:04:29.981884,11.876344371387987,-173.9482730945557,178.86255253718738,-176.0212635935582,0.09999871253967285,-8.305343511450381,6.717557251908397,8.106870229007633,0.19160156250000002,-0.6712042236328125,-9.650132446289064,-544,440,531,320,-1121,-16117
2026-02-06T07:04:30.081888,11.465641094528092,-174.36355670535826,178.20607218583538,-176.90088113051877,0.10000395774841309,-4.152671755725191,4.106870229007634,3.816793893129771,0.30895751953125,-0.53408935546875,-9.864486694335938,-272,269,250,516,-892,-16475
2026-02-06T07:04:30.181891,11.322132860431244,-174.4001971055532,178.52216855471826,-176.90981469180733,0.09999775886535645,-0.366412213740458,1.4351145038167938,2.366412213740458,0.258662109375,-0.5412744140625,-10.026150512695313,-24,94,155,432,-904,-16745
2026-02-06T07:04:30.281887,11.995419476778462,-175.32997386146124,178.4672191920654,-176.61866107628964,0.10000061988830566,-9.297709923664122,-6.732824427480916,1.0534351145038168,0.26764343261718754,-0.5909710693359376,-10.002200317382814,-609,-441,69,447,-987,-16705
2026-02-06T07:04:30.381890,12.328249141460166,-175.85975319010598,179.26343019374912,-177.44093956524964,0.10000157356262207,-5.297709923664122,-3.3282442748091605,0.8091603053435115,0.12693603515625002,-0.4412823486328125,-9.873468017578125,-347,-218,53,212,-737,-16490
2026-02-06T07:04:30.481882,12.687014594332872,-176.30859167157226,179.2536764460959,-178.5738292016252,0.09999632835388184,-4.488549618320611,-3.5877862595419847,1.984732824427481,0.128133544921875,-0.24489074707031253,-9.836345214843751,-294,-235,130,214,-409,-16428
2026-02-06T07:04:30.581886,12.795412729714673,-176.23683515941812,179.65244427914593,-178.99183598737403,0.10000109672546387,0.7175572519083969,-1.083969465648855,1.0381679389312977,0.060474243164062504,-0.1754351806640625,-9.969268798828125,47,-71,68,101,-293,-16650
2026-02-06T07:04:30.681888,13.009150945503304,-176.1238592453584,179.6665089798548,-178.81402815683728,0.09999895095825195,1.1297709923664123,-2.1374045801526718,0.916030534351145,0.0580792236328125,-0.20657043457031252,-9.978250122070312,74,-140,60,97,-345,-16665
